,Fungal infection,Allergy,GERD,Chronic cholestasis,Drug Reaction,Peptic ulcer diseae,AIDS,Diabetes ,Gastroenteritis,Bronchial Asthma,Hypertension ,Migraine,Cervical spondylosis,Paralysis (brain hemorrhage),Jaundice,Malaria,Chicken pox,Dengue,Typhoid,hepatitis A,Hepatitis B,Hepatitis C,Hepatitis D,Hepatitis E,Alcoholic hepatitis,Tuberculosis,Common Cold,Pneumonia,Dimorphic hemmorhoids(piles),Heart attack,Varicose veins,Hypothyroidism,Hyperthyroidism,Hypoglycemia,Osteoarthristis,Arthritis,(vertigo) Paroymsal  Positional Vertigo,Acne,Urinary tract infection,Psoriasis,Impetigo
1000,,,,,,,,increased_appetite,,,,indigestion,,,,,malaise,fatigue,high_fever,dark_urine,dark_urine,,vomiting,abdominal_pain,,loss_of_appetite,sinus_pressure,high_fever,,,,brittle_nails,restlessness,headache,,,,,,,
1001,,,,,,,,polyuria,,,,headache,,,,,red_spots_over_body,high_fever,headache,nausea,loss_of_appetite,,fatigue,yellowing_of_eyes,,mild_fever,runny_nose,breathlessness,,,,swollen_extremeties,sweating,nausea,,,,,,,
1002,,,,,,,,fatigue,,,,blurred_and_distorted_vision,,,,,itching,headache,nausea,loss_of_appetite,abdominal_pain,,yellowish_skin,acute_liver_failure,,yellowing_of_eyes,congestion,sweating,,,,depression,diarrhoea,blurred_and_distorted_vision,,,,,,,
1003,,,,,,,,weight_loss,,,,excessive_hunger,,,,,skin_rash,nausea,constipation,abdominal_pain,yellow_urine,,dark_urine,coma,,swelled_lymph_nodes,chest_pain,malaise,,,,irritability,fast_heart_rate,excessive_hunger,,,,,,,
1004,,,,,,,,restlessness,,,,stiff_neck,,,,,fatigue,loss_of_appetite,abdominal_pain,diarrhoea,yellowing_of_eyes,,nausea,stomach_bleeding,,malaise,loss_of_smell,phlegm,,,,abnormal_menstruation,excessive_hunger,drying_and_tingling_lips,,,,,,,
1005,,,,,,,,lethargy,,,,depression,,,,,lethargy,pain_behind_the_eyes,diarrhoea,mild_fever,malaise,,loss_of_appetite,joint_pain,,phlegm,muscle_pain,chest_pain,,,,fatigue,muscle_weakness,slurred_speech,,,,,,,
1006,,,,,,,,irregular_sugar_level,,,,irritability,,,,,high_fever,back_pain,toxic_look_(typhos),yellowing_of_eyes,receiving_blood_transfusion,,abdominal_pain,vomiting,,chest_pain,continuous_sneezing,fast_heart_rate,,,,weight_gain,irritability,irritability,,,,,,,
1007,,,,,,,,blurred_and_distorted_vision,,,,visual_disturbances,,,,,headache,malaise,belly_pain,muscle_pain,receiving_unsterile_injections,,yellowing_of_eyes,fatigue,,blood_in_sputum,chills,rusty_sputum,,,,cold_hands_and_feets,abnormal_menstruation,palpitations,,,,,,,
1008,,,,,,,,obesity,,,,acidity,,,,,loss_of_appetite,muscle_pain,chills,joint_pain,itching,,joint_pain,high_fever,,chills,fatigue,chills,,,,mood_swings,fatigue,vomiting,,,,,,,
1009,,,,,,,,excessive_hunger,,,,indigestion,,,,,mild_fever,red_spots_over_body,vomiting,vomiting,fatigue,,vomiting,yellowish_skin,,vomiting,cough,fatigue,,,,lethargy,mood_swings,fatigue,,,,,,,
1010,,,,,,,,increased_appetite,,,,headache,,,,,swelled_lymph_nodes,skin_rash,fatigue,yellowish_skin,lethargy,,fatigue,dark_urine,,fatigue,high_fever,cough,,,,dizziness,weight_loss,anxiety,,,,,,,
1011,,,,,,,,polyuria,,,,blurred_and_distorted_vision,,,,,malaise,chills,high_fever,dark_urine,yellowish_skin,,yellowish_skin,nausea,,weight_loss,headache,high_fever,,,,puffy_face_and_eyes,restlessness,sweating,,,,,,,
1012,,,,,,,,fatigue,,,,excessive_hunger,,,,,red_spots_over_body,joint_pain,headache,nausea,dark_urine,,dark_urine,loss_of_appetite,,cough,swelled_lymph_nodes,breathlessness,,,,enlarged_thyroid,sweating,headache,,,,,,,
1013,,,,,,,,weight_loss,,,,stiff_neck,,,,,itching,vomiting,nausea,loss_of_appetite,loss_of_appetite,,nausea,abdominal_pain,,high_fever,malaise,sweating,,,,brittle_nails,diarrhoea,nausea,,,,,,,
1014,,,,,,,,restlessness,,,,depression,,,,,skin_rash,fatigue,constipation,abdominal_pain,abdominal_pain,,loss_of_appetite,yellowing_of_eyes,,breathlessness,phlegm,malaise,,,,swollen_extremeties,fast_heart_rate,blurred_and_distorted_vision,,,,,,,
1015,,,,,,,,lethargy,,,,irritability,,,,,fatigue,high_fever,abdominal_pain,diarrhoea,yellow_urine,,abdominal_pain,acute_liver_failure,,sweating,throat_irritation,phlegm,,,,depression,excessive_hunger,excessive_hunger,,,,,,,
1016,,,,,,,,irregular_sugar_level,,,,visual_disturbances,,,,,lethargy,headache,diarrhoea,mild_fever,yellowing_of_eyes,,yellowing_of_eyes,coma,,loss_of_appetite,redness_of_eyes,chest_pain,,,,irritability,muscle_weakness,drying_and_tingling_lips,,,,,,,
1017,,,,,,,,blurred_and_distorted_vision,,,,acidity,,,,,high_fever,nausea,toxic_look_(typhos),yellowing_of_eyes,malaise,,joint_pain,stomach_bleeding,,mild_fever,sinus_pressure,fast_heart_rate,,,,abnormal_menstruation,irritability,slurred_speech,,,,,,,
1018,,,,,,,,obesity,,,,indigestion,,,,,headache,loss_of_appetite,belly_pain,muscle_pain,receiving_blood_transfusion,,vomiting,joint_pain,,yellowing_of_eyes,runny_nose,rusty_sputum,,,,fatigue,abnormal_menstruation,irritability,,,,,,,
1019,,,,,,,,excessive_hunger,,,,headache,,,,,loss_of_appetite,pain_behind_the_eyes,chills,joint_pain,receiving_unsterile_injections,,fatigue,vomiting,,swelled_lymph_nodes,congestion,chills,,,,weight_gain,fatigue,palpitations,,,,,,,
1020,,,,,,,,increased_appetite,,,,blurred_and_distorted_vision,,,,,mild_fever,back_pain,vomiting,vomiting,itching,,yellowish_skin,fatigue,,malaise,chest_pain,fatigue,,,,cold_hands_and_feets,mood_swings,vomiting,,,,,,,
1021,,,,,,,,polyuria,,,,excessive_hunger,,,,,swelled_lymph_nodes,malaise,fatigue,yellowish_skin,fatigue,,dark_urine,high_fever,,phlegm,loss_of_smell,cough,,,,mood_swings,weight_loss,fatigue,,,,,,,
1022,,,,,,,,fatigue,,,,stiff_neck,,,,,malaise,muscle_pain,high_fever,dark_urine,lethargy,,nausea,yellowish_skin,,chest_pain,muscle_pain,high_fever,,,,lethargy,restlessness,anxiety,,,,,,,
1023,,,,,,,,weight_loss,,,,depression,,,,,red_spots_over_body,red_spots_over_body,headache,nausea,yellowish_skin,,loss_of_appetite,dark_urine,,blood_in_sputum,continuous_sneezing,breathlessness,,,,dizziness,sweating,sweating,,,,,,,
1024,,,,,,,,restlessness,,,,irritability,,,,,itching,skin_rash,nausea,loss_of_appetite,dark_urine,,abdominal_pain,nausea,,chills,chills,sweating,,,,puffy_face_and_eyes,diarrhoea,headache,,,,,,,
1025,,,,,,,,lethargy,,,,visual_disturbances,,,,,skin_rash,chills,constipation,abdominal_pain,loss_of_appetite,,yellowing_of_eyes,loss_of_appetite,,vomiting,fatigue,malaise,,,,enlarged_thyroid,fast_heart_rate,nausea,,,,,,,
1026,,,,,,,,irregular_sugar_level,,,,,,,,,fatigue,joint_pain,abdominal_pain,diarrhoea,abdominal_pain,,,abdominal_pain,,fatigue,cough,phlegm,,,,brittle_nails,excessive_hunger,blurred_and_distorted_vision,,,,,,,
1027,,,,,,,,blurred_and_distorted_vision,,,,,,,,,lethargy,vomiting,diarrhoea,mild_fever,yellow_urine,,,yellowing_of_eyes,,weight_loss,high_fever,chest_pain,,,,swollen_extremeties,muscle_weakness,excessive_hunger,,,,,,,
1028,,,,,,,,obesity,,,,,,,,,high_fever,fatigue,toxic_look_(typhos),yellowing_of_eyes,yellowing_of_eyes,,,acute_liver_failure,,cough,headache,fast_heart_rate,,,,depression,irritability,drying_and_tingling_lips,,,,,,,
1029,,,,,,,,excessive_hunger,,,,,,,,,headache,high_fever,belly_pain,muscle_pain,malaise,,,coma,,high_fever,swelled_lymph_nodes,rusty_sputum,,,,irritability,abnormal_menstruation,slurred_speech,,,,,,,
1030,,,,,,,,increased_appetite,,,,,,,,,loss_of_appetite,headache,chills,joint_pain,receiving_blood_transfusion,,,stomach_bleeding,,breathlessness,malaise,chills,,,,abnormal_menstruation,fatigue,irritability,,,,,,,
1031,,,,,,,,polyuria,,,,,,,,,mild_fever,nausea,vomiting,vomiting,receiving_unsterile_injections,,,joint_pain,,sweating,phlegm,fatigue,,,,fatigue,mood_swings,palpitations,,,,,,,
1032,,,,,,,,fatigue,,,,,,,,,swelled_lymph_nodes,loss_of_appetite,fatigue,yellowish_skin,itching,,,vomiting,,loss_of_appetite,throat_irritation,cough,,,,weight_gain,weight_loss,vomiting,,,,,,,
1033,,,,,,,,weight_loss,,,,,,,,,malaise,pain_behind_the_eyes,high_fever,dark_urine,fatigue,,,fatigue,,mild_fever,redness_of_eyes,high_fever,,,,cold_hands_and_feets,restlessness,fatigue,,,,,,,
1034,,,,,,,,restlessness,,,,,,,,,red_spots_over_body,back_pain,headache,nausea,lethargy,,,high_fever,,yellowing_of_eyes,sinus_pressure,breathlessness,,,,mood_swings,sweating,anxiety,,,,,,,
1035,,,,,,,,lethargy,,,,,,,,,itching,malaise,nausea,loss_of_appetite,yellowish_skin,,,yellowish_skin,,swelled_lymph_nodes,runny_nose,sweating,,,,lethargy,diarrhoea,sweating,,,,,,,
1036,,,,,,,,irregular_sugar_level,,,,,,,,,skin_rash,muscle_pain,constipation,abdominal_pain,dark_urine,,,dark_urine,,malaise,congestion,malaise,,,,dizziness,fast_heart_rate,headache,,,,,,,
1037,,,,,,,,blurred_and_distorted_vision,,,,,,,,,fatigue,red_spots_over_body,abdominal_pain,diarrhoea,loss_of_appetite,,,nausea,,phlegm,chest_pain,phlegm,,,,puffy_face_and_eyes,excessive_hunger,nausea,,,,,,,
1038,,,,,,,,obesity,,,,,,,,,lethargy,skin_rash,diarrhoea,mild_fever,abdominal_pain,,,loss_of_appetite,,chest_pain,loss_of_smell,chest_pain,,,,enlarged_thyroid,muscle_weakness,blurred_and_distorted_vision,,,,,,,
1039,,,,,,,,excessive_hunger,,,,,,,,,high_fever,chills,toxic_look_(typhos),yellowing_of_eyes,yellow_urine,,,abdominal_pain,,blood_in_sputum,muscle_pain,fast_heart_rate,,,,brittle_nails,irritability,excessive_hunger,,,,,,,
1040,,,,,,,,increased_appetite,,,,,,,,,headache,joint_pain,belly_pain,muscle_pain,yellowing_of_eyes,,,yellowing_of_eyes,,chills,continuous_sneezing,rusty_sputum,,,,swollen_extremeties,abnormal_menstruation,drying_and_tingling_lips,,,,,,,
1041,,,,,,,,polyuria,,,,,,,,,loss_of_appetite,vomiting,chills,joint_pain,malaise,,,acute_liver_failure,,vomiting,chills,chills,,,,depression,fatigue,slurred_speech,,,,,,,
1042,,,,,,,,fatigue,,,,,,,,,mild_fever,fatigue,vomiting,vomiting,receiving_blood_transfusion,,,coma,,fatigue,fatigue,fatigue,,,,irritability,mood_swings,irritability,,,,,,,
1043,,,,,,,,weight_loss,,,,,,,,,swelled_lymph_nodes,high_fever,fatigue,yellowish_skin,receiving_unsterile_injections,,,stomach_bleeding,,weight_loss,cough,cough,,,,abnormal_menstruation,weight_loss,palpitations,,,,,,,
1044,,,,,,,,restlessness,,,,,,,,,malaise,headache,high_fever,dark_urine,itching,,,joint_pain,,cough,high_fever,high_fever,,,,fatigue,restlessness,vomiting,,,,,,,
1045,,,,,,,,lethargy,,,,,,,,,red_spots_over_body,nausea,headache,nausea,fatigue,,,vomiting,,high_fever,headache,breathlessness,,,,weight_gain,sweating,fatigue,,,,,,,
1046,,,,,,,,irregular_sugar_level,,,,,,,,,itching,loss_of_appetite,nausea,loss_of_appetite,lethargy,,,fatigue,,breathlessness,swelled_lymph_nodes,sweating,,,,cold_hands_and_feets,diarrhoea,anxiety,,,,,,,
1047,,,,,,,,blurred_and_distorted_vision,,,,,,,,,skin_rash,pain_behind_the_eyes,constipation,abdominal_pain,yellowish_skin,,,high_fever,,sweating,malaise,malaise,,,,mood_swings,fast_heart_rate,sweating,,,,,,,
1048,,,,,,,,obesity,,,,,,,,,fatigue,back_pain,abdominal_pain,diarrhoea,dark_urine,,,yellowish_skin,,loss_of_appetite,phlegm,phlegm,,,,lethargy,excessive_hunger,headache,,,,,,,
1049,,,,,,,,excessive_hunger,,,,,,,,,lethargy,malaise,diarrhoea,mild_fever,loss_of_appetite,,,dark_urine,,mild_fever,throat_irritation,chest_pain,,,,dizziness,muscle_weakness,nausea,,,,,,,
1050,,,,,,,,increased_appetite,,,,,,,,,high_fever,muscle_pain,toxic_look_(typhos),yellowing_of_eyes,abdominal_pain,,,nausea,,yellowing_of_eyes,redness_of_eyes,fast_heart_rate,,,,puffy_face_and_eyes,irritability,blurred_and_distorted_vision,,,,,,,
1051,,,,,,,,polyuria,,,,,,,,,headache,red_spots_over_body,belly_pain,muscle_pain,yellow_urine,,,loss_of_appetite,,swelled_lymph_nodes,sinus_pressure,rusty_sputum,,,,enlarged_thyroid,abnormal_menstruation,excessive_hunger,,,,,,,
1052,,,,,,,,fatigue,,,,,,,,,loss_of_appetite,skin_rash,chills,joint_pain,yellowing_of_eyes,,,abdominal_pain,,malaise,runny_nose,chills,,,,brittle_nails,fatigue,drying_and_tingling_lips,,,,,,,
1053,,,,,,,,weight_loss,,,,,,,,,mild_fever,chills,vomiting,vomiting,malaise,,,yellowing_of_eyes,,phlegm,congestion,fatigue,,,,swollen_extremeties,mood_swings,slurred_speech,,,,,,,
1054,,,,,,,,restlessness,,,,,,,,,swelled_lymph_nodes,joint_pain,fatigue,yellowish_skin,receiving_blood_transfusion,,,acute_liver_failure,,chest_pain,chest_pain,cough,,,,depression,weight_loss,irritability,,,,,,,
1055,,,,,,,,lethargy,,,,,,,,,malaise,vomiting,high_fever,dark_urine,receiving_unsterile_injections,,,coma,,blood_in_sputum,loss_of_smell,high_fever,,,,irritability,restlessness,palpitations,,,,,,,
1056,,,,,,,,irregular_sugar_level,,,,,,,,,red_spots_over_body,fatigue,headache,nausea,itching,,,stomach_bleeding,,chills,muscle_pain,breathlessness,,,,abnormal_menstruation,sweating,vomiting,,,,,,,
1057,,,,,,,,blurred_and_distorted_vision,,,,,,,,,itching,high_fever,nausea,loss_of_appetite,fatigue,,,joint_pain,,vomiting,continuous_sneezing,sweating,,,,fatigue,diarrhoea,fatigue,,,,,,,
1058,,,,,,,,obesity,,,,,,,,,skin_rash,headache,constipation,abdominal_pain,lethargy,,,vomiting,,fatigue,chills,malaise,,,,weight_gain,fast_heart_rate,anxiety,,,,,,,
1059,,,,,,,,excessive_hunger,,,,,,,,,fatigue,nausea,abdominal_pain,diarrhoea,yellowish_skin,,,fatigue,,weight_loss,fatigue,phlegm,,,,cold_hands_and_feets,excessive_hunger,sweating,,,,,,,
1060,,,,,,,,increased_appetite,,,,,,,,,lethargy,loss_of_appetite,diarrhoea,mild_fever,dark_urine,,,high_fever,,cough,cough,chest_pain,,,,mood_swings,muscle_weakness,headache,,,,,,,
1061,,,,,,,,polyuria,,,,,,,,,high_fever,pain_behind_the_eyes,toxic_look_(typhos),yellowing_of_eyes,loss_of_appetite,,,yellowish_skin,,high_fever,high_fever,fast_heart_rate,,,,lethargy,irritability,nausea,,,,,,,
1062,,,,,,,,fatigue,,,,,,,,,headache,back_pain,belly_pain,muscle_pain,abdominal_pain,,,dark_urine,,breathlessness,headache,rusty_sputum,,,,dizziness,abnormal_menstruation,blurred_and_distorted_vision,,,,,,,
1063,,,,,,,,weight_loss,,,,,,,,,loss_of_appetite,malaise,chills,joint_pain,yellow_urine,,,nausea,,sweating,swelled_lymph_nodes,chills,,,,puffy_face_and_eyes,fatigue,excessive_hunger,,,,,,,
1064,,,,,,,,restlessness,,,,,,,,,mild_fever,muscle_pain,vomiting,vomiting,yellowing_of_eyes,,,loss_of_appetite,,loss_of_appetite,malaise,fatigue,,,,enlarged_thyroid,mood_swings,drying_and_tingling_lips,,,,,,,
1065,,,,,,,,lethargy,,,,,,,,,swelled_lymph_nodes,red_spots_over_body,fatigue,yellowish_skin,malaise,,,abdominal_pain,,mild_fever,phlegm,cough,,,,brittle_nails,weight_loss,slurred_speech,,,,,,,
1066,,,,,,,,irregular_sugar_level,,,,,,,,,malaise,skin_rash,high_fever,dark_urine,receiving_blood_transfusion,,,yellowing_of_eyes,,yellowing_of_eyes,throat_irritation,high_fever,,,,swollen_extremeties,restlessness,irritability,,,,,,,
1067,,,,,,,,blurred_and_distorted_vision,,,,,,,,,red_spots_over_body,chills,headache,nausea,receiving_unsterile_injections,,,acute_liver_failure,,swelled_lymph_nodes,redness_of_eyes,breathlessness,,,,depression,sweating,palpitations,,,,,,,
1068,,,,,,,,obesity,,,,,,,,,itching,joint_pain,nausea,loss_of_appetite,itching,,,coma,,malaise,sinus_pressure,sweating,,,,irritability,diarrhoea,vomiting,,,,,,,
1069,,,,,,,,excessive_hunger,,,,,,,,,skin_rash,vomiting,constipation,abdominal_pain,fatigue,,,stomach_bleeding,,phlegm,runny_nose,malaise,,,,abnormal_menstruation,fast_heart_rate,fatigue,,,,,,,
1070,,,,,,,,increased_appetite,,,,,,,,,fatigue,fatigue,abdominal_pain,diarrhoea,lethargy,,,joint_pain,,chest_pain,congestion,phlegm,,,,fatigue,excessive_hunger,anxiety,,,,,,,
1071,,,,,,,,polyuria,,,,,,,,,lethargy,high_fever,diarrhoea,mild_fever,yellowish_skin,,,vomiting,,blood_in_sputum,chest_pain,chest_pain,,,,weight_gain,muscle_weakness,sweating,,,,,,,
1072,,,,,,,,fatigue,,,,,,,,,high_fever,headache,toxic_look_(typhos),yellowing_of_eyes,dark_urine,,,fatigue,,chills,loss_of_smell,fast_heart_rate,,,,cold_hands_and_feets,irritability,headache,,,,,,,
1073,,,,,,,,weight_loss,,,,,,,,,headache,nausea,belly_pain,muscle_pain,loss_of_appetite,,,high_fever,,vomiting,muscle_pain,rusty_sputum,,,,mood_swings,abnormal_menstruation,nausea,,,,,,,
1074,,,,,,,,restlessness,,,,,,,,,loss_of_appetite,loss_of_appetite,chills,joint_pain,abdominal_pain,,,yellowish_skin,,fatigue,continuous_sneezing,chills,,,,lethargy,fatigue,blurred_and_distorted_vision,,,,,,,
1075,,,,,,,,lethargy,,,,,,,,,mild_fever,pain_behind_the_eyes,vomiting,vomiting,yellow_urine,,,dark_urine,,weight_loss,chills,fatigue,,,,dizziness,mood_swings,excessive_hunger,,,,,,,
1076,,,,,,,,irregular_sugar_level,,,,,,,,,swelled_lymph_nodes,back_pain,fatigue,yellowish_skin,yellowing_of_eyes,,,nausea,,cough,fatigue,cough,,,,puffy_face_and_eyes,weight_loss,drying_and_tingling_lips,,,,,,,
1077,,,,,,,,blurred_and_distorted_vision,,,,,,,,,malaise,malaise,high_fever,dark_urine,malaise,,,loss_of_appetite,,high_fever,cough,high_fever,,,,enlarged_thyroid,restlessness,slurred_speech,,,,,,,
1078,,,,,,,,obesity,,,,,,,,,red_spots_over_body,muscle_pain,headache,nausea,receiving_blood_transfusion,,,abdominal_pain,,breathlessness,high_fever,breathlessness,,,,brittle_nails,sweating,irritability,,,,,,,
1079,,,,,,,,excessive_hunger,,,,,,,,,itching,red_spots_over_body,nausea,loss_of_appetite,receiving_unsterile_injections,,,yellowing_of_eyes,,sweating,headache,sweating,,,,swollen_extremeties,diarrhoea,palpitations,,,,,,,
1080,,,,,,,,increased_appetite,,,,,,,,,skin_rash,skin_rash,constipation,abdominal_pain,itching,,,acute_liver_failure,,loss_of_appetite,swelled_lymph_nodes,malaise,,,,depression,fast_heart_rate,vomiting,,,,,,,
1081,,,,,,,,polyuria,,,,,,,,,fatigue,chills,abdominal_pain,diarrhoea,fatigue,,,coma,,mild_fever,malaise,phlegm,,,,irritability,excessive_hunger,fatigue,,,,,,,
1082,,,,,,,,fatigue,,,,,,,,,lethargy,joint_pain,diarrhoea,mild_fever,lethargy,,,stomach_bleeding,,yellowing_of_eyes,phlegm,chest_pain,,,,abnormal_menstruation,muscle_weakness,anxiety,,,,,,,
1083,,,,,,,,weight_loss,,,,,,,,,high_fever,vomiting,toxic_look_(typhos),yellowing_of_eyes,yellowish_skin,,,joint_pain,,swelled_lymph_nodes,throat_irritation,fast_heart_rate,,,,fatigue,irritability,sweating,,,,,,,
1084,,,,,,,,restlessness,,,,,,,,,headache,fatigue,belly_pain,muscle_pain,dark_urine,,,vomiting,,malaise,redness_of_eyes,rusty_sputum,,,,weight_gain,abnormal_menstruation,headache,,,,,,,
1085,,,,,,,,lethargy,,,,,,,,,loss_of_appetite,high_fever,chills,joint_pain,loss_of_appetite,,,fatigue,,phlegm,sinus_pressure,chills,,,,cold_hands_and_feets,fatigue,nausea,,,,,,,
1086,,,,,,,,irregular_sugar_level,,,,,,,,,mild_fever,headache,vomiting,vomiting,abdominal_pain,,,high_fever,,chest_pain,runny_nose,fatigue,,,,mood_swings,mood_swings,blurred_and_distorted_vision,,,,,,,
1087,,,,,,,,blurred_and_distorted_vision,,,,,,,,,swelled_lymph_nodes,nausea,fatigue,yellowish_skin,yellow_urine,,,yellowish_skin,,blood_in_sputum,congestion,cough,,,,lethargy,weight_loss,excessive_hunger,,,,,,,
1088,,,,,,,,obesity,,,,,,,,,malaise,loss_of_appetite,high_fever,dark_urine,yellowing_of_eyes,,,dark_urine,,chills,chest_pain,high_fever,,,,dizziness,restlessness,drying_and_tingling_lips,,,,,,,
1089,,,,,,,,excessive_hunger,,,,,,,,,red_spots_over_body,pain_behind_the_eyes,headache,nausea,malaise,,,nausea,,vomiting,loss_of_smell,breathlessness,,,,puffy_face_and_eyes,sweating,slurred_speech,,,,,,,
1090,,,,,,,,increased_appetite,,,,,,,,,itching,back_pain,nausea,loss_of_appetite,receiving_blood_transfusion,,,loss_of_appetite,,fatigue,muscle_pain,sweating,,,,enlarged_thyroid,diarrhoea,irritability,,,,,,,
1091,,,,,,,,polyuria,,,,,,,,,skin_rash,malaise,constipation,abdominal_pain,receiving_unsterile_injections,,,abdominal_pain,,weight_loss,continuous_sneezing,malaise,,,,brittle_nails,fast_heart_rate,palpitations,,,,,,,
1092,,,,,,,,fatigue,,,,,,,,,fatigue,muscle_pain,abdominal_pain,diarrhoea,itching,,,yellowing_of_eyes,,cough,chills,phlegm,,,,swollen_extremeties,excessive_hunger,vomiting,,,,,,,
1093,,,,,,,,weight_loss,,,,,,,,,lethargy,red_spots_over_body,diarrhoea,mild_fever,fatigue,,,acute_liver_failure,,high_fever,fatigue,chest_pain,,,,depression,muscle_weakness,fatigue,,,,,,,
1094,,,,,,,,restlessness,,,,,,,,,high_fever,skin_rash,toxic_look_(typhos),yellowing_of_eyes,lethargy,,,coma,,breathlessness,cough,fast_heart_rate,,,,irritability,irritability,anxiety,,,,,,,
1095,,,,,,,,lethargy,,,,,,,,,headache,chills,belly_pain,muscle_pain,yellowish_skin,,,stomach_bleeding,,sweating,high_fever,rusty_sputum,,,,abnormal_menstruation,abnormal_menstruation,sweating,,,,,,,
1096,,,,,,,,irregular_sugar_level,,,,,,,,,loss_of_appetite,joint_pain,chills,joint_pain,dark_urine,,,joint_pain,,loss_of_appetite,headache,chills,,,,fatigue,fatigue,headache,,,,,,,
1097,,,,,,,,blurred_and_distorted_vision,,,,,,,,,mild_fever,vomiting,vomiting,vomiting,loss_of_appetite,,,vomiting,,mild_fever,swelled_lymph_nodes,fatigue,,,,weight_gain,mood_swings,nausea,,,,,,,
1098,,,,,,,,obesity,,,,,,,,,swelled_lymph_nodes,fatigue,fatigue,yellowish_skin,abdominal_pain,,,fatigue,,yellowing_of_eyes,malaise,cough,,,,cold_hands_and_feets,weight_loss,blurred_and_distorted_vision,,,,,,,
1099,,,,,,,,excessive_hunger,,,,,,,,,malaise,high_fever,high_fever,dark_urine,yellow_urine,,,high_fever,,swelled_lymph_nodes,phlegm,high_fever,,,,mood_swings,restlessness,excessive_hunger,,,,,,,
1100,,,,,,,,increased_appetite,,,,,,,,,red_spots_over_body,headache,headache,nausea,yellowing_of_eyes,,,yellowish_skin,,malaise,throat_irritation,breathlessness,,,,lethargy,sweating,drying_and_tingling_lips,,,,,,,
1101,,,,,,,,polyuria,,,,,,,,,itching,nausea,nausea,loss_of_appetite,malaise,,,dark_urine,,phlegm,redness_of_eyes,sweating,,,,dizziness,diarrhoea,slurred_speech,,,,,,,
1102,,,,,,,,fatigue,,,,,,,,,skin_rash,loss_of_appetite,constipation,abdominal_pain,receiving_blood_transfusion,,,nausea,,chest_pain,sinus_pressure,malaise,,,,puffy_face_and_eyes,fast_heart_rate,irritability,,,,,,,
1103,,,,,,,,weight_loss,,,,,,,,,fatigue,pain_behind_the_eyes,abdominal_pain,diarrhoea,receiving_unsterile_injections,,,loss_of_appetite,,blood_in_sputum,runny_nose,phlegm,,,,enlarged_thyroid,excessive_hunger,palpitations,,,,,,,
1104,,,,,,,,restlessness,,,,,,,,,lethargy,back_pain,diarrhoea,mild_fever,itching,,,abdominal_pain,,chills,congestion,chest_pain,,,,brittle_nails,muscle_weakness,vomiting,,,,,,,
1105,,,,,,,,lethargy,,,,,,,,,high_fever,malaise,toxic_look_(typhos),yellowing_of_eyes,fatigue,,,yellowing_of_eyes,,vomiting,chest_pain,fast_heart_rate,,,,swollen_extremeties,irritability,fatigue,,,,,,,
1106,,,,,,,,irregular_sugar_level,,,,,,,,,headache,muscle_pain,belly_pain,muscle_pain,lethargy,,,acute_liver_failure,,fatigue,loss_of_smell,rusty_sputum,,,,depression,abnormal_menstruation,anxiety,,,,,,,
1107,,,,,,,,blurred_and_distorted_vision,,,,,,,,,loss_of_appetite,red_spots_over_body,chills,joint_pain,yellowish_skin,,,coma,,weight_loss,muscle_pain,chills,,,,irritability,fatigue,sweating,,,,,,,
1108,,,,,,,,obesity,,,,,,,,,mild_fever,skin_rash,vomiting,vomiting,dark_urine,,,stomach_bleeding,,cough,continuous_sneezing,fatigue,,,,abnormal_menstruation,mood_swings,headache,,,,,,,
1109,,,,,,,,excessive_hunger,,,,,,,,,swelled_lymph_nodes,chills,fatigue,yellowish_skin,loss_of_appetite,,,joint_pain,,high_fever,chills,cough,,,,fatigue,weight_loss,nausea,,,,,,,
1110,,,,,,,,increased_appetite,,,,,,,,,malaise,joint_pain,high_fever,dark_urine,abdominal_pain,,,vomiting,,breathlessness,fatigue,high_fever,,,,weight_gain,restlessness,blurred_and_distorted_vision,,,,,,,
1111,,,,,,,,polyuria,,,,,,,,,red_spots_over_body,vomiting,headache,nausea,yellow_urine,,,fatigue,,sweating,cough,breathlessness,,,,cold_hands_and_feets,sweating,excessive_hunger,,,,,,,
1112,,,,,,,,fatigue,,,,,,,,,itching,fatigue,nausea,loss_of_appetite,yellowing_of_eyes,,,high_fever,,loss_of_appetite,high_fever,sweating,,,,mood_swings,diarrhoea,drying_and_tingling_lips,,,,,,,
1113,,,,,,,,weight_loss,,,,,,,,,skin_rash,high_fever,constipation,abdominal_pain,malaise,,,yellowish_skin,,mild_fever,headache,malaise,,,,lethargy,fast_heart_rate,slurred_speech,,,,,,,
1114,,,,,,,,restlessness,,,,,,,,,fatigue,headache,abdominal_pain,diarrhoea,receiving_blood_transfusion,,,dark_urine,,yellowing_of_eyes,swelled_lymph_nodes,phlegm,,,,dizziness,excessive_hunger,irritability,,,,,,,
1115,,,,,,,,lethargy,,,,,,,,,lethargy,nausea,diarrhoea,mild_fever,receiving_unsterile_injections,,,nausea,,swelled_lymph_nodes,malaise,chest_pain,,,,puffy_face_and_eyes,muscle_weakness,palpitations,,,,,,,
1116,,,,,,,,irregular_sugar_level,,,,,,,,,high_fever,loss_of_appetite,toxic_look_(typhos),yellowing_of_eyes,itching,,,loss_of_appetite,,malaise,phlegm,fast_heart_rate,,,,enlarged_thyroid,irritability,vomiting,,,,,,,
